,,,,,,Total of Displayed Rows,,,"145,106,561","691,533","145,798,094","147,609,685","65,462,721","213,072,406","219,868,448","124,897,313","344,765,761",
Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,PE/BLI,Program Element/Budget Line Item (BLI) Title,Include In TOA,FY 2025 Actuals,FY 2025 Reconciliation,FY 2025 Total,FY 2026 Discretionary Enacted,FY 2026 PL 119-21 Spend Plan,FY 2026 Total,FY 2027 Discretionary Request,FY 2027 Mandatory Request,FY 2027 Total,Classification
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,184,0605200D8Z,General Support to OUSD(Intelligence and Security),Y,"8,555",,"8,555","8,468","5,000","13,468","10,695",,"10,695",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,06,Management support,185,0605384BP,Chemical and Biological Defense Program,Y,"77,455",,"77,455","68,563",,"68,563","89,467",,"89,467",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,06,Management support,186,0605502BP,Small Business Innovative Research - Chemical Biological Def,Y,"23,554",,"23,554",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,06,Management support,187,0605502BR,Small Business Innovation Research,Y,"15,758",,"15,758",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,06,Management support,188,0605502C,Small Business Innovation Research - MDA,Y,"110,040",,"110,040",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,189,0605502D8Z,Small Business Innovative Research,Y,"236,706",,"236,706",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DARPA,06,Management support,190,0605502E,Small Business Innovative Research,Y,"130,133",,"130,133",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DLA,06,Management support,191,0605502S,Small Business Innovative Research,Y,"9,711",,"9,711",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,192,0605711D8Z,Critical Technology Analysis,Y,"11,129",,"11,129","11,665",,"11,665","10,913",,"10,913",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,193,0605790D8Z,Small Business Innovation Research (SBIR)/ Small Business Technology Transfer (STTR) Administration,Y,"5,346",,"5,346","8,411",,"8,411","8,435",,"8,435",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,194,0605797D8Z,Maintaining Technology Advantage,Y,"30,701",,"30,701","29,365",,"29,365","35,512",,"35,512",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,195,0605798D8Z,Defense Technology Analysis,Y,"25,744",,"25,744","44,826",,"44,826","165,450",,"165,450",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTIC,06,Management support,196,0605801KA,Defense Technical Information Center (DTIC),Y,"70,709",,"70,709","60,002",,"60,002","57,576",,"57,576",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,06,Management support,197,0605803SE,"R&D in Support of DoD Enlistment, Testing and Evaluation",Y,"25,407",,"25,407","35,778",,"35,778","34,359",,"34,359",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,198,0605804D8Z,Development Test and Evaluation,Y,"36,214",,"36,214","36,990",,"36,990","35,106",,"35,106",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DARPA,06,Management support,199,0605898E,Management HQ - R&D,Y,"15,587",,"15,587","13,623",,"13,623","5,383",,"5,383",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTIC,06,Management support,200,0605998KA,Management HQ - Defense Technical Information Center (DTIC),Y,"3,505",,"3,505","3,466",,"3,466","3,489",,"3,489",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,201,0606005D8Z,Special Activities,Y,"17,768",,"17,768","18,384",,"18,384","19,260",,"19,260",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,202,0606100D8Z,Budget and Program Assessments,Y,"13,749",,"13,749","12,899",,"12,899","10,678",,"10,678",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,203,0606114D8Z,Analysis Working Group (AWG) Support,Y,879,,879,"5,155",,"5,155","11,668",,"11,668",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,204,0606135D8Z,Chief Digital and Artificial Intelligence Officer (CDAO) Activities,Y,"8,923",,"8,923",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,205,0606220D8Z,Office of the Secretary of War Enterprise Transformation and Modernization,Y,,,,,,,"75,000",,"75,000",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,206,0606225D8Z,ODNA Technology and Resource Analysis,Y,"2,903",,"2,903","3,461",,"3,461","3,264",,"3,264",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,207,0606300D8Z,Defense Science Board,Y,"4,287",,"4,287","6,481",,"6,481","6,307",,"6,307",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,208,0606301D8Z,Aviation Safety Technologies,Y,"1,850",,"1,850","1,690",,"1,690",986,,986,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,209,0606771D8Z,Cyber Resiliency and Cybersecurity Policy,Y,"43,755",,"43,755","23,899","60,000","83,899","30,746",,"30,746",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,210,0606774D8Z,Defense Civilian Training Corps,Y,"26,064",,"26,064","8,636",,"8,636",,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,211,0606775D8Z,Joint Production Accelerator Cell (JPAC),Y,,,,"5,458",,"5,458","6,215",,"6,215",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,212,0606829D8Z,Sustainment Transition Capabilities,Y,,,,"30,000",,"30,000","29,408",,"29,408",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,06,Management support,213,0606853BR,"Management, Technical & International Support",Y,"9,791",,"9,791","14,672",,"14,672",,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,214,0203345D8Z,Defense Operations Security Initiative (DOSI),Y,"3,046",,"3,046","2,458",,"2,458",,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,215,0204571J,Joint Staff Analytical Support,Y,"7,165",,"7,165","8,013",,"8,013","5,088",,"5,088",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,216,0207834D8Z,Biosurveillance Program,Y,,,,,,,"7,000",,"7,000",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,217,0208045K,C4I Interoperability,Y,"65,144",,"65,144","70,893",,"70,893","72,581",,"72,581",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,218,0303169D8Z,Information Technology Rapid Acquisition,Y,,,,"4,294",,"4,294","6,416",,"6,416",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,219,0305172K,Combined Advanced Applications,Y,"22,831",,"22,831","5,447",,"5,447","5,566",,"5,566",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,221,0305208K,Distributed Common Ground/Surface Systems,Y,"2,988",,"2,988","2,887",,"2,887","2,951",,"2,951",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,222,0305248J,Joint Staff Office of the Chief Data Officer (OCDO) Activities,Y,"12,508",,"12,508","14,398",,"14,398","67,007",,"67,007",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,223,0804768J,COCOM Exercise Engagement and Training Transformation (CE2T2) - non-MHA,Y,"128,160",,"128,160","98,303",,"98,303","90,424",,"90,424",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,06,Management support,224,0808709SE,Defense Equal Opportunity Management Institute (DEOMI),Y,315,,315,388,,388,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,06,Management support,225,0808737SE,Integrated Primary Prevention,Y,"5,096",,"5,096","5,744",,"5,744","5,768",,"5,768",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,06,Management support,226,0901598C,Management HQ - MDA,Y,"32,186",,"32,186","28,719",,"28,719","31,863",,"31,863",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,227,0903235K,Joint Service Provider (JSP),Y,"2,162",,"2,162","1,283",,"1,283",,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,228,0909999D8Z,Financing for Cancelled Account Adjustments,Y,"1,000",,"1,000",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",,06,Management support,999,9999999999,Classified Programs,Y,"37,738",,"37,738","31,148","8,700","39,848","36,977",,"36,977",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,229,0604011D8Z,Next Generation Information Communications Technology (5G),Y,"10,292",,"10,292","22,122","148,620","170,742","5,893",,"5,893",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,230,0604011K,Next Generation Information Communications Technology (5G),Y,"1,500",,"1,500",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,231,0604538D8Z,Economic Defense Unit (EDU),Y,,,,,,,"403,903","189,378","593,281",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,232,0607162D8Z,Chemical and Biological Weapons Elimination Technology Improvement,Y,"11,478",,"11,478","14,319",,"14,319","2,931",,"2,931",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,233,0607210D8Z,Industrial Base Analysis and Sustainment Support,Y,"515,130","460,000","975,130","801,720","10,465,004","11,266,724","1,177,356","40,646,927","41,824,283",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,234,0607310D8Z,Counterproliferation Modernization,Y,"11,151",,"11,151","12,697",,"12,697","11,304",,"11,304",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DSCA,07,Operational system development,235,0607327T,Global Theater Security Cooperation Management Information Systems (G-TSCMIS),Y,"8,338",,"8,338","6,056",,"6,056","6,010",,"6,010",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,07,Operational system development,236,0607384BP,Chemical and Biological Defense (Operational Systems Development),Y,"73,489",,"73,489","77,337",,"77,337","82,695",,"82,695",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,07,Operational system development,237,0607385BR,Counter Weapons of Mass Destruction Operational Systems Development,Y,,,,,,,"4,108",,"4,108",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,238,0607757D8Z,Radiological and Nuclear Defense Modernization Operational System Development,Y,912,,912,"2,941",,"2,941","2,794",,"2,794",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,239,0208085JCY,Robust Infrastructure and Access,Y,"48,559",,"48,559","88,522","61,000","149,522","155,613",,"155,613",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,240,0208097JCY,Cyber Command and Control (Cyber C2),Y,"96,932",,"96,932","85,833",,"85,833","85,958",,"85,958",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,07,Operational system development,241,0208099JCY,Data and Unified Platform (D&UP),Y,"91,550",,"91,550","83,039",,"83,039","84,687",,"84,687",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,245,0302019K,Defense Info Infrastructure Engineering and Integration,Y,"12,374",,"12,374","16,162",,"16,162","13,312",,"13,312",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,246,0302609V,Countering Threats Automated Platform,Y,"5,617",,"5,617","5,030",,"5,030","11,710",,"11,710",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,247,0303126K,Long-Haul Communications - DCS,Y,"47,729",,"47,729","38,466",,"38,466","10,508",,"10,508",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,248,0303131K,Minimum Essential Emergency Communications Network (MEECN),Y,"4,985",,"4,985","5,113",,"5,113","10,307",,"10,307",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,250,0303140D8Z,Information Systems Security Program,Y,"34,804",,"34,804","60,524",,"60,524","35,214",,"35,214",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,252,0303140K,Information Systems Security Program,Y,"8,881",,"8,881","23,224",,"23,224","33,502",,"33,502",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,253,0303153K,Defense Spectrum Organization,Y,"24,530",,"24,530","20,174",,"20,174","49,466",,"49,466",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,254,0303171K,Joint Planning and Execution Services,Y,"3,816",,"3,816","6,242",,"6,242","10,615",,"10,615",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,255,0303228K,Joint Regional Security Stacks (JRSS),Y,"2,284",,"2,284",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,256,0303267K,Auctioned Spectrum Relocation Fund,Y,"2,821",,"2,821",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,257,0303430V,Federal Investigative Services Information Technology,Y,,,,"22,700",,"22,700","50,900",,"50,900",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,258,0303667K,Citizen Broadband Radio System,Y,"5,218",,"5,218",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,259,0303867D8Z,AMBIT - Post-Auctioned SRF,Y,"48,674",,"48,674",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,07,Operational system development,260,0303867K,AMBIT - Post-Auctioned SRF,Y,"15,313",,"15,313",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,261,0303970D8Z,SPP-L3G-ADSSD,Y,"121,465",,"121,465",,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,07,Operational system development,265,0305104D8Z,Defense Industrial Base (DIB) Cyber Security Initiative,Y,"14,956",,"14,956","10,687",,"10,687","17,077",,"17,077",U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCSA,07,Operational system development,269,0305146V,Defense Joint Counterintelligence Activities,Y,"1,800",,"1,800","1,800",,"1,800","6,751",,"6,751",U
